sentence,label
The course focuses more on the theoretical side with no practical examples. It also does not explain these theoretical concepts in detail enough. It was difficult for me as a new learner in the text analytics field to follow such dense theoretical concepts.,1
"This review is for Coursera. Why you want me to click 2 times to submit a review? On home screen when i click on stars to review, new window opens.. This is not a great UX.. Please reduce no of clicks that a user has to make to submit the reviews.",1
This course does not say anything about digitization which is the core subject of the digital wave.,1
"While there is some interesting content, particuarly in the last week on design thinking, some of the course topics don't seem to hold together well, and the videos include a lot of monotonous talking heads. While this conveys the benefit of being able to listen to some of the videos without consistently watching, the interview questions asked of speakers are sometimes printed on the screen and not asked verbally. If you're not watching, you miss the questions. I would like to see this course refocused on design thinking for 3D printing, with other applications interspersed as examples rather than constituting the lion's share of the course. I believe that format would both be more engaging and do a better job of delivering skills with more opportunity for practice.",1
"weeks 1,2 and 3 were not satisfactory according to me. the video lectures were difficult to comprehend. week 4 was very good.",1
"Course was not easy to grasp, lost interest after the first week and I barely got through the quiz at the end.",1
"While I enjoyed this course and the topics covered, I don't feel like the course content matched what the course description stated it was supposed to. I enrolled in the Business Analytics Specialization course with a focus on analyzing a business from the inside, not outside. Of the 4 weeks of the course, I'd say that only week 4 was valid from an internal perspective but it was kept very high level. I'd say this course could be good for a specialization in business market analysis, but not as advertised.I also found the cartoon classroom questions to be very annoying, almost as bad as fingernails on a blackboard.",1
So far the course is just a tutorial for using Scratch and they're not teaching how to program that is the name of the course.,1
"The male Professors seem to speak Chinese half the time, therefore not being able to understand the material for students who aren't fluent in Chinese. I prefer the female Professor from Advanced Neurobiology I who presented the material in English, and in an engaging and coherent way.",1
"The course content is great, but peer evaluation is simply useless and almost random. This specialisation needs to introduce an actual final assessment by an actual expert, not peers.",1
"while the task of summing up a lot of information in a minimum sized presentation is always a very difficult task, the structure of the material presented was not optimal. This in turn made it difficult for me personally to actually connect the weekly information presented with the overall meaning and the objective of each module. The ""why"" and ""how"" of most modules fit to the meaning we are forming (up to week 5 -the point I am leaving this class) is not evident. Last, some of the questions contained ambiguities that could not be reasonably clarified even going back and reviewing the material of the specific segment. Thank you for the offered class in any case.",1
"It is not very ""advanced""",1
The professor is reading long texts. It is not really attractive.,1
"I greatly enjoyed the material presented in this course and while I do not doubt the proficiency of it's creators the poor standard of spoken English of its two main presenters prevents me from recommending it to colleagues. As another reviewer has remarked, their English may be quite sufficient for day to day use with other experts but for inadequate for teaching students who are hearing many technical terms for the first time. The transcripts are no better and also contain many mistakes. I believe that this course should be stopped until these problems are corrected.",1
Course was to easy and nothing new in it not as the description that it has algorithms 100000 times faster than google.,1
"I do not think that students should need to pay for a course in order to watch interviews with previous graduates. Half of this course should have been condensed or excluded. There is not much to learn in these modules. It was decent, but it was not a five star course. I think the ratings on this are misleading.",1
I really did not like the portion that went into detail about business analytics and related career paths. Not a technical skill or ne,1
"Poor performance of Jupyter and the wildly underestimated time commitments really sunk this one for me. The latter, especially is inexcusable. The syllabus is lopsided and, while organized, not enough thought has been given to the exercise workload.",1
"There's a lot of great information in this course and it's presented in a very good way. However, like the excel course in this specialization, most of the material isn't about using Tableau. 1 week is about running a project, 2 weeks are about using Tableau, and the final 2 weeks are about presentation. If you're interest isn't mainly in Tableau, I would recommend the course. However, if you're taking this course to learn Tableau, I would suggest not paying for it.",1
the course is a bit outdated and I am finding it hard to stay motivated knowing there are other more recent courses. The topics I think are still relevant but the tools are not. I am looking for courses where there is hands on development that you follow with the instructor and I did not find this here.,1
A basic course but not for the ones who don't know anything about java or android. Not made for the beginners. Also the submitting projects work is complicated and should be made more easier.Not recommended for the starter.,1
"Mini-project grades system is awful. btw, you have to wait till three students review you project. One more point is that, the contents of videos are not that enough. You can just read the required textbook to get all knowledge and examples.",1
"Many of the problem sets ask you to apply theorems in ways that have not been demonstrated. If a student makes a mistake, no feedback is given other than, ""That is not the right answer"".",1
"This course was too messy. I spent 75% of my time to get the examples to work. It would have been better if after each module all the .js and .html files would be given in total, not just the snippets.",1
Cannot believe charge me homework,1
"Angular 1 not Angular 2 which is disappointing but worse still, it teaches use of scope which is no longer recommended by the angular team themselves.Could be vastly improved by using modern angular best practice such as ""Controller As"" syntax and teaching you to write code that is more ""compatible"" with Angular 2",1
"Was very difficult to follow. This is a complex subject and the prof is trying his best, but there are times the explanation is not sufficient. Instructions for installing gulp was not good. I was unable to complete the following exercises after gulp installation failed. Instruction needs to be short and crisp. Building on top of each other project has its negative. There must be solution at the end or at least a check point where you can start clean for the next project.",1
"This course covers the basic ground about approximation algorithms and would be very valuable for a practitioner, but seems designed for people who already know the materials and is more theoretical than applied.Lectures are very abstract --with a description of the problem and a formal description of the solution--, there are few examples with step-by-step tracing of algorithms --that is how the algorithm actually works to solve the problem--, and a significant amount of expertise is assumed --so much so, that you wouldn't need this course. For example, there are questions about ""approximation ratio"", but it is not explained. This seems like something that is inherent to approximation algorithms, but is only asked in the exams/project, and is not even mentioned in the lectures. Similar issues abound around the course.",1
"The course is really way to easy. It could be done all in one day, definitely not worth 80$.",1
I have not been satisfied with the theoretical content,1
"Lacking in content. The OOP portion of the final project was poorly constructed. The instructions were unclear and the exercise seemed futile. We took a data set and further complicated it by abstracting into various object classes. I think a better example could be used. Since there are already plenty of ways to do the things our objects were tasked with it seemed like a futile exercise. I think a different type of real world object should be used, perhaps one that is not easily stored in a data frame.",1
"This courses touches many interesing aspects about R programming but I did not like the structure , it does not seem to me that it adequates its difficulty coming from ""The R programming enviornment"".Also I miss some swirl lessons for many of the readings from the book. There are not too many help from the mentors and the peer assigment in week 4 took me too much time and had to consult a lot of external resources. Readings in general are OK but too simple.I have learnt many things but",1
All theory. Quizzes you were left with the task of answering questions based on models never seen or explained spent most time trying to make sense of them. Final project is almost a joke to try and decipher how to create from scratch based on the ones they provided in the quizzes. Its not a joke but it is very difficult when the actual excel and model making isnt part of the lectures.,1
"Course did not meet any of the expectations. Neither Excel nor the analysis part. Should have focused on one of the aspects to make it more stronger. In my opinion ""deviated"" & stressed too much on statistics and model building (regression, logistic regression etc.) but did not do justice to that also!",1
"I'm here learning Excel skills, but this course, especially week 2, does not teach Excel skills.",1
"This course is only supported by a course of data analytics. It should clearly state that advanced statistics is a prerequisite knowledge. I expected to learn advanced excel techniques, not to be required to know statistic models to apply.",1
"This course was tough, but I dont mind a challenge. But what I found frustrating about this course was that first the quizzes were often inconsistent with the lecture material, the TA's were less helpful than my fellow classmates (without whom I would not have made it through the course) and the final was an IMMENSE challenge that took over my life for about 1 week - despite the calculation by the instructors that it would take 6-8 hours. I did give it a few stars because I honestly did learn things I did not know, and I understand the value of the application of what was taught for modern businesses. I have been informed that the course is being reviewed by the instructors for strengthening and I 100% agree with that direction.",1
"The title is misleading .This course has a little to do with excel , you could get some mathematical information but I do not think you will master anything",1
I found Week 2: Binary Classification really confusing. It was just not clear. Specifics were not given. Definitions were not given. Poorly instructed.,1
This class required far too much independent study. The instructor did not provide enough instruction or reading material to complete the quiz each week. There was too much focus on the conceptual data with very little emphasis on practical application of the material.,1
"I am sorry to say this, but the tutorial could have been organzied in a much more serious way.I do not know how much time the Professors have put on preparation. But it gives me a ""sloppy"" impression!!! The class carries the name of University of Duke and 70 euros are charged, so I think the learners would reasonably expect to see that the teacher puts lots of time to organize the course structure, in order to efficiently give as much as information to the learners within limited time!For example, I believe nobody would not say that the Week 2 content on confusion matrix is very consistently explained. And this is just one example.",1
This course is doable if you have prior knowledge of probability and statistics. This is not for beginners and should therefore by reclassified as intermediate and above. I am sorry I enrolled in this course. I have truly hit a brick wall and can go no further...,1
This is definitely not a course for beginners .,1
Does not teach Excel very well while tryng to apply the basic usage instruction to not too difficult problems. The ability to interface with Excel after some knowledge of Python/R or other programming languages would be helpful in the Data Science programming that is increasingly being promoted.,1
To course got tougher every week while the lecture video is not cover everything.,1
"The content of the course was good.However, I did not like the presentation of the material, moreover such a topic would need to be covered by a longer duration course.",1
"I expected far more handy real life Excel examples, not to see a teacher speaking and writing stat formulas for hours.The idea of this course is very good, it has some room for improvement.",1
"The lecture videos are not super helpful and the instruction and support for final project is somewhat lacking. You need a relatively solid background coming into doing the project beforehand. Just study the course material is not enough for you to complete your final project, in fact you need peer help or to read more materials to fully understand and finish the project. The quizzes compared to what is asked in the project is too simple and thus not constructive enough in the overall learning. Overall I would recommend you to have a solid background before proceed with this course if you want to improve your learning experiences.",1
This course is mostly theory based and certainly not what i am expected!,1
Content not discussed in proper detail. Instructor skims over the concepts. Its difficult to follow.,1
"Much work needs to be done on this course to make it friendly to learners. The quizzes and assignments do not align with what is taught in the lessons. Further, the content in the lessons does not even show or explain what is expected from the learning.I spent the majority of my time exploring the discussions to discover what I was supposed to be doing and the rest of it on Google teaching myself the concepts that were not taught in the course.",1
"The material is sort of interesting but there is not much hand-holding. I actually am an Excel beginner, and have merely an average grasp of mathematics. Before signing up, I read the prerequisites - there were none! It is advertised as a class for beginners, but I have found it beyond frustrating, and whats more I pre-paid for the specialization so this Excel class and the final project seem to be an utter waste of money without me going off to study Excel at length before trying the course again. Why not label it as an intermediate or higher class? I feel there should be a more obvious indication of the difficulty.",1
"It has a lot of problems, including: Not so many lectures about excel itself - most of the time you will be watching videos about statistic methods. The lectures are very superficial, even though the quizzes and projects demand a lot of knowledge and time. The course seems to have a staff of one man: the professor of the course rarely replies (even though he did at the beginning of the session) and all the work seems to be done by his assistant, who tries his best, but ends up not coping with all the questions asked at the discussion forums.",1
Way too many abstract concepts that are not relevant to the challenges that I encounter in my day-to-day role. I wish this course would actually show me how to solve PRACTICAL business problems.The 2nd part of the course is not enjoyable at all. Sorry.,1
"The course name is very misleading. While overall it is not a bad course, I believe a lot of people come here expecting very different material. Let's just put it this way: Mastering Data Analysis (mostly things to do with probability) with occasional use of Excel. Do not expect to learn anything new in excel.",1
"The transition is from easy to advanced. It gets really confusing, not sure if it's just me. I am not following the lessons anymore so I left the course.",1
"interesting content but not well presented. faculty read the script and struggled with pronunciation, fluency and generally engaging presentation. Combination of basic content on the one hand and highly specialised information / terminology without explanation on the other was not helpful to learning.",1
"This is a very basic course that introduces you to the topic, but doesn't go into much depth. While it's clear that a lot of time was spent filming and creating the course material, I still would not recommend this course. Both the presentation itself and the in-video quizzes are unbelievably obnoxious. The presenter emphasizes every other word and talks in a very unnatural manner that makes it very tiring to listen to, and the in-video quizzes are far too basic and take up too much time. Sometimes you also have to go to an external site in order to do the activities, which are badly designed and just frustrating. Overall, I recommend waiting for a better course.",1
"Not very helpful. In the homework I spent more time wrestling with commands in R than actually gaining an understanding of the subject matter.Also, I really didn't need so many subject matter examples about the professor's baby's pooping habits. (And my family is Dutch with all the offensive humor that comes with it, so it's not just a matter of the sense of humor not translating)I'm re-taking Statistics with Calculus online at my local state university and frankly, I can't notice any benefit from taking this course first. My current online Statistics with Calculus course is rewarding and I feel like I'm truly gaining mastery of the topics, whereas in the Basic Statistics course I was floundering.The graphics in the way the lessons are presented are well done! But I would have been just fine with fewer graphics if it meant more worked-through examples.",1
The lecturer does not clearly explain the topics very well especially on the topics in Probability and Distribution. His presentation in English is honestly quite hard to understand.,1
The professors know what they are doing but not good at making the concepts plain to the students who don't have the strong background. Most of the times I would just ask myself why they did this and that but later they don't provide enough explanations.,1
"Mismatch between assessment and course content. After not being able to pass the assessment, I've fallen behind on the course and I'm too busy to catch up.",1
"This course covers a good amount of bayesian statistics. However, the presentation/videos starting from week 2 really sucks. They change instructors for difference topics and obviously some instructors are not very good at explaining other than reading the material.The videos skipped many medium steps that are actually very crucial for understanding the concepts. And no suggested reading materials at all either. Also the quiz are not very well designed either. For example, some quiz are much more simpler than the course material, which makes it not helpful at all to understand the course material itself. While some times it is the opposite.The first three courses in this specialization are very good, but somehow this course are way below the quality of the previous ones.",1
"The instructor kept referring to different authors and books as if she wasn't sure what she was saying was true. She was just reading off a screen and not actually teaching. Might have been easier, and a bit more beneficial, to just read a well prepared set of slides on my own. The first set of quiz questions also weren't really relevant to what was in the actual lesson. Quite disappointed in this part of the specialization as the other sections had in depth presentations, clear information, lots of examples and great slides.",1
"The programming exercises should not be optional. I still intend to do them, but now I passed the course with a 100% mark but only 10% of knowledge.",1
"The videos and explanations are very poor. Most of the time the instructors are reading off a script, and everything feels fake. By reading off a script they are forced to ""hand-wave"" and do not explain concepts covered completely.The only thing I liked about this course were the problem sets, which were interesting to do. Will not buy rest of specialization, feels like this is just a cash cow for UCSD.",1
"Feedback in assignment is not good enough.For example, for the points and segment, there are no correct answer in output as a reference.",1
"It was really boring, just reading the text in the presentation.It can be made in 4 classes not 8.",1
Informative but not challenging enough.,1
"I have given you a 2* star rating as on finishing my course promptly all the information I submitted has suddenly been locked! I haven't been able to answer a classmate's request to review his work & worse, I haven't been able to print off my own work for reference & this is a REAL project so I need to be able to do this. We were not given notice that this would happen.#disappointed",1
"Discussions in this course are voiceless and dead and the instructor never appears in discussions. I couldn't understand anything from video lectures: cannot understand enunciation not enough detailed, lack of examples related to the assignments. So the only source was repository http://kasperdanielhansen.github.io/genbioconductor/ with html files. And a lot of searching through bioconductor forums.I liked the relevance of quiz questions to real life genomic questions, but all quiz questions were outstandingly difficult, because of both lack of examples in lectures and errors in some packages inside bioconductor.Overall I expected much more from this course and I cannot recommend it to anyone.",1
"Interesting topics, and some good information presented on a variety of issues for many animals and situations. However, presented info is often vague and generalized, some sections discuss very little scientific data to back up claims made, and course is generally not very rigorous or challenging.",1
"The course is uneven at best, with some modules providing insights and knowledge and others not so much. The presentation in some of the modules is perhaps an example of how not to do it, reading fro a script in a monotonous voice. Some of the material, like the lengthy historical review of Edinburgh's vet school, might be good advertising and interesting, but does not fall under the scope of 'what it takes to be a vet'. Good idea, but, with a few exceptions, less than average execution.",1
"This course feels a lot like it's being taught by a non-teaching professor. The lectures are very long, not chunked for easy viewing (to the point where I couldn't download to my phone for offline/off-wifi use). There are very long locally-hosted readings (so they're hard to print and you can't add them to an offline reader app), and the Reading section for each lesson seems to be a bibliography (rather than actual reading assignments), because there are no links and some refer to ""Selections"" without giving page numbers or, in at least one case, a multi-volume book. The information is comprehensive and very valuable, but the delivery is very lacking as a MOOC.",1
Simply not as engrossing as I had hoped it would be.,1
"I am afraid this is only two stars from me for now. It is a course with great content and a lot of potential, but the way how it is delivered can be greatly improved to make it easier to understand and more engaging. I just hope the team do not give up, but improve this to be one of the best courses on Coursera - it can well be!",1
"Speakers sound so monotone and dry that they leave an unenthusiastic impression of an incredibly fascinating subject. Some video lectures and writings are so unnecessarily verbose they cloud what is being taught. Frustratingly fought my way through the lessons and failed to clearly retain what I was trying to learn from Prof. Germano. All apologies to the professor for any harshness, and I MAY try again one day, but not now.",1
"I don't feel this course is always very clear. I Feel that I usually am missing the big picture. I follow it in details, but the pace does not match in terms of how you can view the big picture of it.",1
The course content was not very appealing. Explanations were not that engaging. What I really missed was the actual practical aspect where you don't work with command prompt but an much more user friendly interface that is more up to date with current standards.,1
"Too high level. Last assignment too ambiguous, peer assessment was completely random and not reliable to pass the course.",1
"The course a materials are interesting and with significant value, same comment on the teachers, this would be perfect if the third party(the VM) is working fine, I can't say I'm happy about the course where the frustration is probably the right word describing my feeling right now, wish me luck for this week, I might pass might not ......",1
"A lot of the lecture material is unclear and does not fit with the content I've learned from other BI books, lectures, and experience. Additionally, the quizzes don't seem to test for real-world BI knowledge, rather they test for the ability to interpret the instructors fairly unique views on some BI topics. Furthermore, the additional readings need to be culled significantly, it looks like someone just googled BI topics and then copy and pasted the links they found. Please prioritize the additional readings highest value to lowest value and then post only the 4 to 7 reading that rank the highest. A pairwise comparison process may be useful when doing this.",1
"If you aren't familiar with cooking and nutrition this course is a good fit. However, if you have a bit of background in healthy eating, you may not get as much out of this course.",1
It was too simple for my taste and not very fullfilling science wise,1
"Condescending, not backed up with evidence and preachy. Somewhere in there are some good ideas for making healthy food for kids but given I'm probably of similar politics to what they're pushing and I found it obnoxious I think they're alienating a lot of people. Must do better.",1
"The concepts are good but the delivery is quite dry. Very hard to pass the quizes, as there are no analogies or examples in the videos - just theory. I did not enjoy this course as much as I did the first two in the programme.",1
not good enough!,1
"It covers theoretical part of ""What big data is"" and basic info about Hadoop. Quality of presentation slides is below average. Most of them are not readable - many fonts, many colors, some with complicated pictures, some with no information at all. Part with Map reduce is just slightly touched, not explained in details, without examples. Practical tasks from hadoop are very easy and they show nothing (just how to navigate over hadoop file system.",1
"The content of the course is ok. The main problem is that the way the information is presented. Ilkay Altintas, who is the main lecturer, is a sweet woman, but lecturing from a manuscript is not her strongest side. It is clear that she is reading from a screen while she is looking into the camera. Anyone could do that job, and they should have chosen more of an ""news anchor"" type of person with better pronunciation and more flow. It's simply very uninspiring and boring to listen to. Also, 59 dollars is far too expensive for such a short course.",1
"Too basic knowledge, not enough information about targeted therapy, everything is explained without going into any details",1
"Test errors, no answers from staff on forums, poor narration at times, audio scripts that do not quite correspond to what is being said... It needs careful reviewing and more user-friendly features being introduced by the organisers.",1
"I am very sorry to say that the course is very poor in english (speaking), too bad you do not teach the course in french this could be useful for a lots of french speaking students and better for the quality of the course.",1
"The instructor's explanation is not orderly nor structured, and with a lot of 'noises'.",1
Too much time required. The first Quiz had almost nothing covered in the video lectures. I saved all transcripts and was unable to answer the questions. The Sim's... I have never seen anything like that and again - it most certainly wasn't covered in the lectures. Disappointed in this course. It took 3 hours for each segment of the first week... not 3 to 4 as was stated. Leaving this course.,1
"Course lectures don't seem to match up with the questions on the quiz. It is also not clear if the typed in answers are not read by the program correctly or if the answers do not match what the instructor is looking for, in any case the 3 weeks quiz is very difficult to figure out.",1
"The course is not for beginners and WinForm lovers. This is real re-branding yourself. I would say path to reborn to what real open source world is living in. Low or no help from course instructor, community or google. Course comes in huge amount of concentrated videos. 7 hardest assignments. I would give up on the beginning but commitment is top of all. I respect anyone who has completed.",1
The Subtitles were bad not in sync with the words of the professor and were wrong in many cases.Delivery of lecture and Visuals of the lecture was Ok.Module 4& 5 were very confusing and not interestingThank You Professor for your time and effort,1
"The touch on a lot of topics, but do not provide nearly enough information to make it worth staying through the course.",1
The way the content is delivered is not interesting. And the lecturer basically is reading from the power point,1
I'm not sure if the material presented in this course warranted a whole separate course (even if it only was one week). It probably could have been inserted in various segments of a larger data science specialization throughout the classes. Most of the topics discussed should be common knowledge to a mid-level manager of data science or even strategic marketing in general.,1
In my opinion this course does not fit to the specialization well. Not sure how big proportion of the specialization students have a background different from data science and are going to manage the data science team.,1
not as good as the others and way too quick,1
"The course covers very useful and interesting topics, not in very much detail though. It is useful to begin with the topics, but it is really not more that a thin introduction.",1
"Aimed at those needing to get services -- in a spectrum of family living. Too much on California systems, not enough on direct coping with day-to-day.",1
"Lots of overlap in the videos, not a lot of information on C++ features, too few hands-on activities with the features taught.",1
"- Assumptions about the student are not clear, before starting the course.Instructor examples are not practical in all contexts.Jump to dijkstra in very second week, without clarity on major C++ concepts and examples, is too much an expectation from the student switching from C to C++ for the first time.Confusion with deadline for assignments.too many lectures during later week courses, as if the effort is to crunch everything in that week and complete the course.If its spaced properly with examples and problems over few more weeks, it would help.",1
"The instructor speaks too slow. Teaching concepts that are not valid anymore. e.g. prefer inline over function call, const vs #define, declaring variable anywhere in the code etc...The topics are too small and too much time is devoted to them.",1
"Quizzes are trivial. Makes the certification worthless.Prof. Campbell is not a good lecturer.The topics are treated mostly superficially, then suddenly go into too much detail sometimes (how to use IntelliJ IDEA, machine learning).Subtitles are very buggy.I enjoyed Mr. Farivar's talks much more, it seems like he knows what he is talking about and his presentations are well structured.",1
"The course brings lots of information, but the assessments are not at all creative, so it becomes a lot of theory with little practice.El curso trae mucha informaciÃ³n, pero las actividades no son nÃ­ un poco creativas. Entonces se converte en mucha teoria con poca practica.",1
"Not very much in depth and does not offer complete lecture notes, which are necessary for answering the quizzes...",1
"If you already know everything about the topic and just forgot some little things or you are very strong in calculus, this may be a nice refresher. Otherwise, not very useful. Really dense and little explanation. I liked the Youtube MIT course on Probability (it includes Bayesian Statistics) much more, since it has good explanation of the concepts.",1
This course was a very disappointing experience since it is designed around depending on peer reviewed assignments that don't get graded. I have been waiting for over 3 months for the 1st assignment to get regraded.In the future I suggest the creators of this course stay away from peer graded assignment as it puts students in a position where their grade depends on others and not the knowledge the student acquires from the course content.,1
"Interesting concept.However, in my opinion, there is sometimes a lack of :- practice especially for the coding part (entire courses are exclusively theoretical)- explanations (during the courses, I have heard several times this sentence : ""don't ask me why"", which is disappointing in my learner experience and frustrating not to get the answers I was expecting.)- subject mastering (the ""teacher"" seems to be lost sometimes and admits not being able to explain some parts of the course, which may confuse and demotivate learners not knowing exactly what they are being teached and how it works.Moreover, in the courses covering database subject, security issues are involved. Example week 6 - c video how to send a ROAR from the app to the internet)",1
"This Course is very easy to learn, all it's themes are so good explained.I'm sorry but I might to change the RATE of this course.All went well until the course started reading the explanation of code , after that ... I lost , and I could not continue , because It just came out of nowhere , coding , there wasn't a previous step that says , we will encode here , or are we going to do this somewhere ... just appeared and disappeared as it appeared ... ... we were very well ... but I can not say much more !",1
"Lectures were extremely good, but assignments and graders were very low quality and difficult to decipher requirements from. Professors and TAs were not active in the forums.",1
"Unnecessary video segment at the start of each lecture is annoying and a total waste of time. The content of the course lacks in substance compared to the ""An Introduction to American Law"" course. So much time spent on European effect on British law: this is not a course for lawyers, I would presume, but supposed to be an introduction.",1
I did not meet my expectations from the course,1
"The idea of having support with the videos does not work with this course. Also, the exams do not match at all with the information provided. The anwers to the exams are so relative or subjective, and that's a problem for those who does not domain English very well, just like me.",1
"A lot of reading material is unavailable (link does not work or it is behind paywall).I also found the videos lacking. For example, there were 5 important tips and only one was given, before jumping at next topic.",1
"I expected much more information in videos. Instead of that, videos are very short and provide only few information and don't allow us to pass the exams at the end of each module. There are some link to websites where you can learn much more and which are not even written by the professor.",1
"a nice ""entry level"" course lacking a forum discussion... was not even able to report some issue with videos and no explanation provided with quizzes results :/",1
not so much live examples full of theories.this has been thought in class it self.,1
"Overall this course does have some good content and delivers big data concepts. However, as others have mentioned some content (especially in early modules) could either be combined or ommited. Key focus areas on Spark and MongoDB are not given enough focus and lab time.The quizes have badly worded questions. Finally the last assignment required to pass the class has bad directions and covers content not reviewed in the class. Spent a frustrating amount of time trying to get what most likely is simple code to work.I'm hoping this particular module is revised. For those just interested in learning Spark or Mongo and not doing the certificate program you can probably get better learning from doing your own research.",1
"Weeks 1 &2 were worthwhile. Weeks 3 & 4 were very thin, not really up to expectation based on first course or even first two weeks",1
"If there hadn't been so many hiccups with the videos and quizzes I would recommend this course. However, I lost a great deal of time viewing incomplete videos and trying to complete quizzes covering material that was not addressed or only partially addressed in the videos. Then had to go back and Review all the videos once they had been re-uploaded. It was a very frustrating experience. I lost momentum and even motivation and as a result am now behind with the assignments and quizzes.",1
"I had really high expectations from the course, I believe but it wasn't upto the mark. All it went through was some basic though I would have expected to go in details esp. for Aperture, Shutter and DOF.I am not sure if that i going to be covered in next unit but having gone though the basics in 1st unit, that was expectation in 2nd unit.",1
"Machine learning is too simplified and spark part is not even explained, also very little relation of all course with Big Data.",1
"Too short lectures;The study material is not properly defined, only entire books to read as reference;The tasks/tests are all literal parts of the books to complete, no understanding of the subject is motivated, but memorizing and tiring reading of books without proper directions.",1
"This is the poorest Coursera course I have participated in. Very few and short videoes that only scratches the surface of Cybersecurity. Instead you are directed to massive amounts of readings with no guidance on what should be read. To read it all includes sometimes +1000 pages for one week (not going to happen). I ended up just reading the introduction, glancing through the texts and searching for the answers for the quiz.This course totally miss the purpose and potential of MOOCs and the great Coursera platform. It's a shame.",1
"Poorly made very short videos that do not explain the subject matter, some of the content is outdated.",1
"The course is for an overview of many aspects of cybersecurity. There are many resources to read, videos that briefly discuss concepts of the week. Then there are quizzes and discussions with the topic of the week, doing the possibility at the student to talk about that and post his idea for assimilate concepts and reaching goals of the course. This is useful also for discuss with other students and how your ideas is viewed.I think there is a very basic course in his entire length, with more reading lectures at academic or professional level not for a beginner. it can be adding videos with more length and in-depth that in a easy way the ten domain about cybersecurity.",1
This course is not prepared as well. You see several video with animated presentation and typical (vocabulary) terms.It is not for beginners because in course you didn't find answers.It is not for pros because in course you didn't find interesting material.Hope that instructors can change course to better.,1
Could have utilized video lectures more. Questions on final exam did not seem to relate to materials covered in course. Course seems to just comprise 1 or 2 minute long video lectures and then direct students to vast amounts of online reading material.,1
Videos seemed disjointed. Assignments were marked inconsistently. Did not find the subject interesting but the course did give useful insights into the industry.,1
"Pretty average and way too short/fast paced videos. Felt like it was put together on the fly. I don't usually review but this was not great, the reading material they linked to was the best content overall.",1
"The videos and documents are not balanced with the quizzes. The quiz questions are sometimes verbatim sentences from one book with a missing word - which I find hardly a test of acquired knowledge. The course must rise above only a few definitions and rough concepts. Most of the video's hardly offer insights - they last only 2 minutes and cover a few of those definitions. This course has a lot of potential, but in its current format and content it was a disappointment.",1
"This required a lot of work with little gained. Some questions, referring to budgets and site layouts, required skills that weren't learned in the course. The 3 word feedback comments I got from all reviewers did not feel like worthy responses to the amount of time I put into this project. Additionally, I was graded negatively by some reviewers without reason, as happened in other sections. Overall, not really worth the money for a paid certificate. Would be nice if maybe for the capstone only, some sort of professional or professor weighed in on your project for some legitimate and helpful critique.",1
Pros:Effort has been taken in putting up the assignments.Cons:Quality of teaching is very poor and too fast to follow through . Instructors have rushed to present course material . I would not recommend this course . Princeton and Stanford offer much higher quality and presentation on the same topics.,1
"Too prescriptive and prone to lists. ""Do these 21 things when editing a novel"". If that's what I was looking for, I could search the web for blogs. Maybe this was too beginner focused for me, but I'm not sure I learned anything really useful here.",1
"Felt very much like an exercise in writing-by-numbers. Assignment instructions were too vague and the pass/fail grading system meant lots of classmates were upset that their work was not appreciated or understood. So many people on the course do not have English as a first language that the marking is often erratic. Great that non-native speakers are trying to write in English, enriching the canon, but in those circumstances a pass/fail system seems misguided.",1
I hope the instructions were cleary and not too vague that it was open to many interpretation. An example would have helped and the rubrics/criteria for grading should have been shown beforehand so students would be guided what points they would consider when making their piece.,1
"The material isn't bad, and it does provide some interesting prompts to think and write about. But, the curriculum is not at all creative. It focuses on easily teachable and repeatable lessons that teach a certain, standard way of doing things. It tries to reduce creative writing down to a formula instead of acknowledging that many compelling and successful stories can have almost any imaginable form. If perhaps many types of structures had been emphasized or structures had been pointed out as optional, this would have been mitigated, but the time period is so short that there's no time. The result is a class that feels more like ""Writing: How to Make a Formulaic, Sellable Book"" than anything with ""Creative"" in the title.",1
"Undoubtedly the course instructor is very knowledgeable. However I did not take away as much from this course as I would like to. It is mostly theoretical; very limited examples. I also missed the bio in biostatistics. A title like ""Mathematical Statistical theory boot camp"" would be better suited. I believe having a set of cases that get reused in some form over all lectures would be very beneficial for -at lease mine- understanding the topics. The form of lecturing is not using the benefits that an online platform offers. So instead of short interactive videos, this has slides with lengthy essential spoken word with it; hardly summaries.",1
